index,prediction
2478,[[16.500212]]
2479,[[14.799786]]
2480,[[15.490869]]
2481,[[13.862723]]
2482,[[15.164128]]
2483,[[13.833844]]
2484,[[15.083703]]
2485,[[15.511571]]
2486,[[12.817692]]
2487,[[13.665047]]
2488,[[14.2284]]
2489,[[14.8926325]]
2490,[[13.047799]]
2491,[[14.890113]]
2492,[[14.704485]]
2493,[[14.501424]]
2494,[[14.459327]]
2495,[[16.99397]]
2496,[[18.008003]]
2497,[[16.478233]]
2498,[[16.480787]]
2499,[[14.860844]]
2500,[[16.278803]]
2501,[[16.565628]]
2502,[[16.920364]]
2503,[[15.901881]]
2504,[[17.399744]]
2505,[[16.29018]]
2506,[[17.515282]]
2507,[[18.590858]]
2508,[[13.741306]]
2509,[[17.98463]]
2510,[[16.294662]]
2511,[[17.53222]]
2512,[[17.024536]]
2513,[[16.230036]]
2514,[[16.101923]]
2515,[[15.08869]]
2516,[[16.597488]]
2517,[[17.90272]]
2518,[[19.44558]]
2519,[[19.177158]]
2520,[[19.85965]]
2521,[[16.105915]]
2522,[[19.76137]]
2523,[[15.4501915]]
2524,[[17.260489]]
2525,[[17.87547]]
2526,[[17.34401]]
2527,[[14.621981]]
2528,[[17.868692]]
2529,[[18.74109]]
2530,[[17.883373]]
2531,[[17.862911]]
2532,[[19.762999]]
2533,[[17.985035]]
2534,[[18.142008]]
2535,[[17.912312]]
2536,[[18.124378]]
2537,[[18.080967]]
2538,[[16.86377]]
2539,[[19.073381]]
2540,[[18.41669]]
2541,[[18.167412]]
2542,[[19.728817]]
2543,[[18.71968]]
2544,[[17.066032]]
2545,[[19.838257]]
2546,[[18.131754]]
2547,[[18.124561]]
2548,[[20.278877]]
2549,[[21.412224]]
2550,[[16.84777]]
2551,[[17.46721]]
2552,[[14.689511]]
2553,[[13.960482]]
2554,[[14.889089]]
2555,[[17.431692]]
2556,[[16.44441]]
2557,[[19.725906]]
2558,[[15.285618]]
2559,[[15.129508]]
2560,[[15.073292]]
2561,[[15.204106]]
2562,[[16.562792]]
2563,[[15.31627]]
2564,[[15.225246]]
2565,[[14.960452]]
2566,[[13.205917]]
2567,[[13.450697]]
2568,[[15.651639]]
2569,[[14.745178]]
2570,[[16.795263]]
2571,[[14.564067]]
2572,[[14.021839]]
2573,[[14.223473]]
2574,[[14.547796]]
2575,[[15.207427]]
2576,[[15.094797]]
2577,[[15.747187]]
2578,[[15.712203]]
2579,[[14.910492]]
2580,[[16.108362]]
2581,[[15.30306]]
2582,[[15.400963]]
2583,[[16.23021]]
2584,[[15.684357]]
2585,[[15.778005]]
2586,[[15.497334]]
2587,[[14.556897]]
2588,[[14.624438]]
2589,[[15.177679]]
2590,[[14.89595]]
2591,[[14.215611]]
2592,[[15.792414]]
2593,[[14.294647]]
2594,[[13.993101]]
2595,[[15.522294]]
2596,[[14.524082]]
2597,[[13.865076]]
2598,[[13.235579]]
2599,[[13.444195]]
2600,[[12.758914]]
2601,[[13.396835]]
2602,[[13.225154]]
2603,[[13.113886]]
2604,[[13.8840685]]
2605,[[13.662464]]
2606,[[14.298939]]
2607,[[13.984455]]
2608,[[14.946333]]
2609,[[15.328095]]
2610,[[13.830848]]
2611,[[15.31951]]
2612,[[16.37199]]
2613,[[14.925337]]
2614,[[14.314217]]
2615,[[15.277305]]
2616,[[16.48076]]
2617,[[15.021203]]
2618,[[16.221128]]
2619,[[15.218823]]
2620,[[17.223324]]
2621,[[13.931413]]
2622,[[15.385162]]
2623,[[16.688976]]
2624,[[14.173229]]
2625,[[14.946234]]
2626,[[16.178333]]
2627,[[16.34922]]
2628,[[16.1938]]
2629,[[14.593285]]
2630,[[16.998857]]
2631,[[15.752194]]
2632,[[15.442352]]
2633,[[15.904749]]
2634,[[16.60675]]
2635,[[16.855862]]
2636,[[15.99184]]
2637,[[16.021988]]
2638,[[14.642615]]
2639,[[15.996188]]
2640,[[17.390974]]
2641,[[17.056929]]
2642,[[18.00871]]
2643,[[16.778994]]
2644,[[17.450686]]
2645,[[17.533783]]
2646,[[16.346752]]
2647,[[19.329618]]
2648,[[18.18044]]
2649,[[14.9837675]]
2650,[[16.407625]]
2651,[[16.642193]]
2652,[[13.003368]]
2653,[[13.337155]]
2654,[[15.224492]]
2655,[[18.466509]]
2656,[[16.247324]]
2657,[[17.156837]]
2658,[[19.335491]]
2659,[[15.447488]]
2660,[[14.816741]]
2661,[[13.362062]]
2662,[[11.412048]]
2663,[[12.182364]]
2664,[[13.375111]]
2665,[[13.358375]]
2666,[[16.34452]]
2667,[[18.844343]]
2668,[[20.037271]]
2669,[[19.261843]]
2670,[[17.785034]]
2671,[[17.171276]]
2672,[[15.955049]]
2673,[[15.398896]]
2674,[[15.86488]]
2675,[[15.330764]]
2676,[[16.466839]]
2677,[[16.006453]]
2678,[[16.800913]]
2679,[[16.007795]]
2680,[[16.809244]]
2681,[[16.65825]]
2682,[[17.186028]]
2683,[[15.7701845]]
2684,[[17.776382]]
2685,[[16.333164]]
2686,[[14.767099]]
2687,[[14.145703]]
2688,[[16.19173]]
2689,[[14.1904]]
2690,[[13.491304]]
2691,[[15.882658]]
2692,[[17.785257]]
2693,[[17.740667]]
2694,[[16.047745]]
2695,[[17.286152]]
2696,[[17.008694]]
2697,[[16.491121]]
2698,[[17.018034]]
2699,[[16.500118]]
2700,[[14.744765]]
2701,[[15.813709]]
2702,[[16.789402]]
2703,[[17.899256]]
2704,[[15.513004]]
2705,[[16.694685]]
2706,[[17.037922]]
2707,[[16.582314]]
2708,[[15.824023]]
2709,[[16.151955]]
2710,[[17.351042]]
2711,[[16.523766]]
2712,[[15.957983]]
2713,[[16.571434]]
2714,[[16.015295]]
2715,[[17.351316]]
2716,[[16.186144]]
2717,[[18.242311]]
2718,[[18.118586]]
2719,[[16.174189]]
2720,[[16.222849]]
2721,[[16.009506]]
2722,[[16.09439]]
2723,[[16.677197]]
2724,[[16.81694]]
2725,[[16.105412]]
2726,[[17.964985]]
2727,[[17.93797]]
2728,[[17.334663]]
2729,[[16.646955]]
2730,[[15.606061]]
2731,[[16.004015]]
2732,[[16.292439]]
2733,[[15.349062]]
2734,[[15.741542]]
2735,[[16.8477]]
2736,[[14.208764]]
2737,[[17.84578]]
2738,[[19.077995]]
2739,[[17.819946]]
2740,[[16.284752]]
2741,[[16.916197]]
2742,[[15.605829]]
2743,[[13.948377]]
2744,[[13.997142]]
2745,[[15.305578]]
2746,[[15.318306]]
2747,[[15.6247835]]
2748,[[17.429731]]
2749,[[16.027533]]
2750,[[16.425953]]
2751,[[15.246222]]
2752,[[12.835259]]
2753,[[15.2172]]
2754,[[14.349917]]
2755,[[16.069124]]
2756,[[15.8488655]]
2757,[[14.795348]]
2758,[[16.419607]]
2759,[[18.738144]]
2760,[[16.925474]]
2761,[[18.18874]]
2762,[[16.888178]]
2763,[[14.66125]]
2764,[[17.319262]]
2765,[[15.181012]]
2766,[[17.03917]]
2767,[[15.824823]]
2768,[[16.8941]]
2769,[[16.225735]]
2770,[[18.426376]]
2771,[[17.071354]]
2772,[[17.067741]]
2773,[[17.770971]]
2774,[[16.39496]]
2775,[[17.07296]]
2776,[[15.964305]]
2777,[[16.889828]]
2778,[[17.149246]]
2779,[[15.985522]]
2780,[[16.844622]]
2781,[[18.216118]]
2782,[[18.997889]]
2783,[[18.709719]]
2784,[[18.313633]]
2785,[[18.451748]]
2786,[[16.890371]]
2787,[[16.568102]]
2788,[[17.071907]]
2789,[[16.641645]]
2790,[[17.339787]]
2791,[[18.050901]]
2792,[[16.390486]]
2793,[[18.297817]]
2794,[[15.758893]]
2795,[[16.06913]]
2796,[[15.84659]]
2797,[[12.717581]]
2798,[[12.177879]]
2799,[[13.374296]]
2800,[[14.025054]]
2801,[[12.865734]]
2802,[[12.1980505]]
2803,[[15.927599]]
2804,[[13.516704]]
2805,[[12.846865]]
2806,[[12.913801]]
2807,[[14.683947]]
2808,[[13.348968]]
2809,[[13.359133]]
2810,[[12.692265]]
2811,[[12.775296]]
2812,[[13.806952]]
2813,[[17.397392]]
2814,[[15.296005]]
2815,[[16.707647]]
2816,[[14.688072]]
2817,[[16.182747]]
2818,[[14.820708]]
2819,[[14.384871]]
2820,[[13.728757]]
2821,[[16.082968]]
2822,[[15.415627]]
2823,[[13.262752]]
2824,[[15.995324]]
2825,[[15.247469]]
2826,[[14.923412]]
2827,[[14.164506]]
2828,[[13.405936]]
2829,[[13.837216]]
2830,[[16.358175]]
2831,[[13.377954]]
2832,[[16.483187]]
2833,[[14.050259]]
2834,[[17.782486]]
2835,[[16.64551]]
2836,[[15.021943]]
2837,[[14.914839]]
2838,[[16.528986]]
2839,[[15.143376]]
2840,[[16.34735]]
2841,[[15.309304]]
2842,[[16.782862]]
2843,[[14.387775]]
2844,[[16.29801]]
2845,[[14.28382]]
2846,[[14.281042]]
2847,[[15.919003]]
2848,[[15.9298115]]
2849,[[16.872095]]
2850,[[15.098688]]
2851,[[17.151365]]
2852,[[16.987555]]
2853,[[15.952891]]
2854,[[18.319008]]
2855,[[16.389084]]
2856,[[16.73954]]
2857,[[17.138771]]
2858,[[16.445004]]
2859,[[17.638464]]
2860,[[15.273269]]
2861,[[18.24163]]
2862,[[14.230649]]
2863,[[16.683325]]
2864,[[19.62585]]
2865,[[16.660255]]
2866,[[18.674831]]
2867,[[15.590924]]
2868,[[16.77506]]
2869,[[18.170406]]
2870,[[17.567802]]
2871,[[18.367435]]
2872,[[16.493807]]
2873,[[16.819962]]
2874,[[16.12532]]
2875,[[19.926712]]
2876,[[17.73928]]
2877,[[19.62093]]
2878,[[17.062202]]
2879,[[17.817398]]
2880,[[17.63619]]
2881,[[17.228695]]
2882,[[16.21752]]
2883,[[14.981448]]
2884,[[19.012154]]
2885,[[17.459843]]
2886,[[16.948439]]
2887,[[18.236238]]
2888,[[16.047283]]
2889,[[15.751248]]
2890,[[16.761938]]
2891,[[17.48207]]
2892,[[17.381313]]
2893,[[16.715565]]
2894,[[15.400783]]
2895,[[18.23526]]
2896,[[16.927086]]
2897,[[16.811016]]
2898,[[17.98901]]
2899,[[17.21132]]
2900,[[15.533871]]
2901,[[18.7828]]
2902,[[16.658257]]
2903,[[16.119284]]
2904,[[15.881481]]
2905,[[16.307522]]
2906,[[16.193607]]
2907,[[14.969064]]
2908,[[14.263813]]
2909,[[17.7506]]
2910,[[15.812784]]
2911,[[14.942823]]
2912,[[15.402037]]
2913,[[16.116268]]
2914,[[15.525967]]
2915,[[16.709198]]
2916,[[16.707758]]
2917,[[17.539719]]
2918,[[18.130724]]
2919,[[16.45537]]
2920,[[17.22535]]
2921,[[17.631615]]
2922,[[16.780003]]
2923,[[18.347637]]
2924,[[16.390518]]
2925,[[17.28415]]
2926,[[16.265709]]
2927,[[18.02325]]
2928,[[16.767262]]
2929,[[18.028982]]
2930,[[17.131994]]
2931,[[17.671467]]
2932,[[21.292694]]
2933,[[18.352007]]
2934,[[15.273909]]
2935,[[16.162209]]
2936,[[16.929178]]
2937,[[16.417364]]
2938,[[18.129194]]
2939,[[17.46038]]
2940,[[16.143751]]
2941,[[17.234617]]
2942,[[16.844496]]
2943,[[19.33144]]
2944,[[16.65813]]
2945,[[16.660107]]
2946,[[16.765032]]
2947,[[15.684742]]
2948,[[16.131403]]
2949,[[14.81724]]
2950,[[17.601658]]
2951,[[17.222343]]
2952,[[16.544777]]
2953,[[15.597853]]
2954,[[17.577469]]
2955,[[15.754346]]
2956,[[17.333206]]
2957,[[14.725258]]
2958,[[15.24806]]
2959,[[16.70001]]
2960,[[15.853691]]
2961,[[13.406708]]
2962,[[16.160303]]
2963,[[16.599014]]
2964,[[16.428167]]
2965,[[14.166856]]
2966,[[18.572264]]
2967,[[16.551514]]
2968,[[17.388094]]
2969,[[16.393566]]
2970,[[16.260893]]
2971,[[16.700626]]
2972,[[13.590943]]
2973,[[14.84448]]
2974,[[16.742119]]
2975,[[17.538336]]
2976,[[15.315561]]
2977,[[15.461865]]
2978,[[16.987278]]
2979,[[15.912149]]
2980,[[16.591972]]
2981,[[15.972127]]
2982,[[16.318226]]
2983,[[16.595167]]
2984,[[15.41848]]
2985,[[13.434859]]
2986,[[16.09816]]
2987,[[16.601019]]
2988,[[17.350056]]
2989,[[15.773613]]
2990,[[17.685339]]
2991,[[15.280779]]
2992,[[18.477928]]
2993,[[15.85909]]
2994,[[16.968157]]
2995,[[14.278654]]
2996,[[17.309309]]
2997,[[14.519089]]
2998,[[15.828978]]
2999,[[16.214636]]
3000,[[17.156834]]
3001,[[16.718613]]
3002,[[16.930296]]
3003,[[16.087431]]
3004,[[17.102776]]
3005,[[16.01012]]
3006,[[17.53427]]
3007,[[17.063635]]
3008,[[14.673984]]
3009,[[15.703022]]
3010,[[16.134644]]
3011,[[18.672293]]
3012,[[17.304028]]
3013,[[20.75321]]
3014,[[18.525295]]
3015,[[16.093052]]
3016,[[19.051344]]
3017,[[18.790277]]
3018,[[16.465927]]
3019,[[14.46868]]
3020,[[16.54007]]
3021,[[17.281279]]
3022,[[18.177748]]
3023,[[14.847686]]
3024,[[16.395401]]
3025,[[16.845055]]
3026,[[16.710194]]
3027,[[21.014397]]
3028,[[18.56581]]
3029,[[17.042889]]
3030,[[16.38123]]
3031,[[18.431902]]
3032,[[15.169669]]
3033,[[16.30368]]
3034,[[17.014872]]
3035,[[15.4230795]]
3036,[[17.772465]]
3037,[[17.539371]]
3038,[[17.091284]]
3039,[[20.801155]]
3040,[[16.065607]]
3041,[[18.138355]]
3042,[[17.264172]]
3043,[[16.550852]]
3044,[[16.245226]]
3045,[[15.711981]]
3046,[[15.563743]]
3047,[[18.653357]]
3048,[[16.029743]]
3049,[[16.385725]]
3050,[[16.157942]]
3051,[[18.532993]]
3052,[[16.485426]]
3053,[[17.952553]]
3054,[[17.655577]]
3055,[[17.37447]]
3056,[[16.990292]]
3057,[[16.074059]]
3058,[[16.33701]]
3059,[[16.285452]]
3060,[[15.602001]]
3061,[[16.824892]]
3062,[[15.554216]]
3063,[[13.406042]]
3064,[[16.583933]]
3065,[[16.556894]]
3066,[[17.265217]]
3067,[[16.285099]]
3068,[[16.013853]]
3069,[[16.06731]]
3070,[[16.942127]]
3071,[[15.953692]]
3072,[[15.369314]]
3073,[[16.301691]]
3074,[[15.981239]]
3075,[[15.3859415]]
3076,[[15.738941]]
3077,[[13.248169]]
3078,[[13.641662]]
3079,[[14.875422]]
3080,[[16.786503]]
3081,[[16.564768]]
3082,[[13.802033]]
3083,[[15.778385]]
3084,[[14.829647]]
3085,[[14.469692]]
3086,[[15.884281]]
3087,[[15.663303]]
3088,[[15.325335]]
3089,[[14.455846]]
3090,[[15.405575]]
3091,[[15.004906]]
3092,[[15.954502]]
3093,[[16.487825]]
3094,[[15.041828]]
3095,[[16.106281]]
3096,[[14.140505]]
3097,[[14.98473]]
3098,[[14.205774]]
3099,[[13.615041]]
3100,[[15.23801]]
3101,[[13.641873]]
3102,[[15.92073]]
3103,[[17.253351]]
3104,[[15.915152]]
3105,[[18.991842]]
3106,[[17.442537]]
3107,[[15.289511]]
3108,[[15.938642]]
3109,[[18.20944]]
3110,[[18.46892]]
3111,[[17.773392]]
3112,[[17.04446]]
3113,[[16.147722]]
3114,[[14.394558]]
3115,[[16.674564]]
3116,[[14.998063]]
3117,[[19.528751]]
3118,[[16.658972]]
3119,[[16.55626]]
3120,[[15.407762]]
3121,[[14.504964]]
3122,[[15.229523]]
3123,[[17.168655]]
3124,[[16.637716]]
3125,[[16.977892]]
3126,[[15.240122]]
3127,[[11.750886]]
3128,[[14.7938175]]
3129,[[15.2070675]]
3130,[[14.275657]]
3131,[[15.138438]]
3132,[[14.925636]]
3133,[[15.535148]]
3134,[[16.072111]]
3135,[[15.432242]]
3136,[[11.879011]]
3137,[[14.999826]]
3138,[[15.104027]]
3139,[[16.388023]]
3140,[[13.899058]]
3141,[[15.584871]]
3142,[[16.11392]]
3143,[[15.236286]]
3144,[[15.5545845]]
3145,[[14.016682]]
3146,[[14.840974]]
3147,[[16.666132]]
3148,[[16.298605]]
3149,[[15.073118]]
3150,[[16.624346]]
3151,[[14.946072]]
3152,[[15.353121]]
3153,[[13.848605]]
3154,[[14.334361]]
3155,[[13.813153]]
3156,[[14.572153]]
3157,[[15.338129]]
3158,[[14.858973]]
3159,[[15.141495]]
3160,[[13.389742]]
3161,[[14.81117]]
3162,[[13.870188]]
3163,[[15.354378]]
3164,[[14.843588]]
3165,[[14.405231]]
3166,[[16.598042]]
3167,[[16.017889]]
3168,[[14.633051]]
3169,[[14.500483]]
3170,[[15.10883]]
3171,[[15.13342]]
3172,[[14.950322]]
3173,[[14.725747]]
3174,[[15.483603]]
3175,[[15.286932]]
3176,[[15.681385]]
3177,[[15.07199]]
3178,[[12.711641]]
3179,[[14.804114]]
3180,[[15.317869]]
3181,[[14.712521]]
3182,[[15.794438]]
3183,[[16.549763]]
3184,[[15.54995]]
3185,[[13.950127]]
3186,[[13.080167]]
3187,[[13.745035]]
3188,[[15.219102]]
3189,[[13.0439]]
3190,[[14.630178]]
3191,[[15.116049]]
3192,[[12.424271]]
3193,[[14.104386]]
3194,[[13.385386]]
3195,[[13.3283825]]
3196,[[12.221131]]
3197,[[13.03855]]
3198,[[11.46044]]
3199,[[12.45491]]
3200,[[13.473293]]
3201,[[14.848433]]
3202,[[15.959989]]
3203,[[15.508933]]
3204,[[13.174865]]
3205,[[13.1008625]]
3206,[[12.523464]]
3207,[[11.573966]]
3208,[[12.880522]]
3209,[[13.038374]]
3210,[[13.986087]]
3211,[[13.725238]]
3212,[[14.849892]]
3213,[[14.758852]]
3214,[[19.261515]]
3215,[[21.436388]]
3216,[[18.77628]]
3217,[[18.36546]]
3218,[[16.81049]]
3219,[[17.187819]]
3220,[[14.735505]]
3221,[[18.668198]]
3222,[[15.689232]]
3223,[[14.535032]]
3224,[[14.0348]]
3225,[[14.589058]]
3226,[[15.34034]]
3227,[[15.816162]]
3228,[[14.079365]]
3229,[[13.392524]]
3230,[[13.879833]]
3231,[[13.274184]]
3232,[[13.255119]]
3233,[[14.140293]]
3234,[[15.65941]]
3235,[[15.489412]]
3236,[[14.417669]]
3237,[[14.844459]]
3238,[[14.03334]]
3239,[[14.213868]]
3240,[[13.884358]]
3241,[[14.973774]]
3242,[[16.747633]]
3243,[[14.541932]]
3244,[[13.25206]]
3245,[[13.811591]]
3246,[[13.412994]]
3247,[[15.5776825]]
3248,[[14.732116]]
3249,[[16.31691]]
3250,[[14.990336]]
3251,[[14.833389]]
3252,[[14.990125]]
3253,[[17.752436]]
3254,[[14.01589]]
3255,[[14.507876]]
3256,[[15.309553]]
3257,[[17.267176]]
3258,[[20.18684]]
3259,[[14.7109]]
3260,[[17.163979]]
3261,[[19.388836]]
3262,[[14.954451]]
3263,[[14.405802]]
3264,[[15.509641]]
3265,[[14.930966]]
3266,[[16.33477]]
3267,[[17.765715]]
3268,[[17.272049]]
3269,[[17.894753]]
3270,[[15.516384]]
3271,[[15.244326]]
3272,[[14.23408]]
3273,[[15.849779]]
3274,[[15.202119]]
3275,[[14.580351]]
3276,[[15.831556]]
3277,[[14.371791]]
3278,[[13.486602]]
3279,[[15.022661]]
3280,[[14.710625]]
3281,[[14.7871895]]
3282,[[15.25494]]
3283,[[15.895853]]
3284,[[15.5142]]
3285,[[14.403917]]
3286,[[14.074028]]
3287,[[15.314648]]
3288,[[14.763123]]
3289,[[14.94473]]
3290,[[14.615183]]
3291,[[15.507662]]
3292,[[13.301427]]
3293,[[14.417365]]
3294,[[13.8813305]]
3295,[[14.972534]]
3296,[[14.31323]]
3297,[[15.095002]]
3298,[[13.400518]]
3299,[[13.932809]]
3300,[[13.686959]]
3301,[[14.750016]]
3302,[[14.382375]]
3303,[[14.440293]]
3304,[[14.643695]]
3305,[[14.071562]]
3306,[[14.8014965]]
3307,[[15.432238]]
3308,[[14.403586]]
3309,[[14.711196]]
3310,[[14.000521]]
3311,[[14.219519]]
3312,[[14.9802885]]
3313,[[13.919591]]
3314,[[14.915182]]
3315,[[14.582186]]
3316,[[14.495704]]
3317,[[16.215652]]
3318,[[18.958733]]
3319,[[15.695567]]
3320,[[18.299318]]
3321,[[15.694054]]
3322,[[14.798853]]
3323,[[16.049934]]
3324,[[14.628391]]
3325,[[14.7542095]]
3326,[[14.55752]]
3327,[[15.76231]]
3328,[[10.116596]]
3329,[[12.853826]]
3330,[[13.502073]]
3331,[[17.326303]]
3332,[[17.1173]]
3333,[[15.666292]]
3334,[[16.36533]]
3335,[[16.509651]]
3336,[[16.892132]]
3337,[[15.625284]]
3338,[[17.617846]]
3339,[[19.26966]]
3340,[[18.327984]]
3341,[[18.533918]]
3342,[[17.974419]]
3343,[[18.513296]]
3344,[[18.598473]]
3345,[[18.463766]]
3346,[[16.350634]]
3347,[[16.901447]]
3348,[[16.085583]]
3349,[[16.087353]]
3350,[[15.151067]]
3351,[[19.46374]]
3352,[[16.843956]]
3353,[[19.635609]]
3354,[[17.755379]]
3355,[[17.514751]]
3356,[[19.610914]]
3357,[[18.682306]]
3358,[[18.127914]]
3359,[[21.807787]]
3360,[[20.239908]]
3361,[[17.981907]]
3362,[[18.473673]]
3363,[[16.767256]]
3364,[[19.331844]]
3365,[[18.309647]]
3366,[[16.246254]]
3367,[[18.91521]]
3368,[[18.036156]]
3369,[[14.861584]]
3370,[[16.165659]]
3371,[[14.905793]]
3372,[[18.057142]]
3373,[[17.693289]]
3374,[[16.541725]]
3375,[[15.876998]]
3376,[[15.860744]]
3377,[[16.523468]]
3378,[[15.154452]]
3379,[[16.9442]]
3380,[[15.759952]]
3381,[[16.491268]]
3382,[[17.978329]]
3383,[[17.186699]]
3384,[[16.599056]]
3385,[[17.363281]]
3386,[[18.429758]]
3387,[[17.45983]]
3388,[[17.660471]]
3389,[[16.854897]]
3390,[[13.829647]]
3391,[[15.229111]]
3392,[[14.684417]]
3393,[[13.512114]]
3394,[[13.277576]]
3395,[[15.038947]]
3396,[[14.528708]]
3397,[[15.044748]]
3398,[[15.227075]]
3399,[[15.620352]]
3400,[[14.736982]]
3401,[[14.277185]]
3402,[[13.526023]]
3403,[[14.679439]]
3404,[[14.590259]]
3405,[[15.597618]]
3406,[[16.656282]]
3407,[[16.41321]]
3408,[[15.970356]]
3409,[[16.561537]]
3410,[[15.273871]]
3411,[[14.666151]]
3412,[[14.697372]]
3413,[[14.278643]]
3414,[[13.555767]]
3415,[[15.406]]
3416,[[15.118202]]
3417,[[14.271956]]
3418,[[14.278095]]
3419,[[17.86379]]
3420,[[16.370438]]
3421,[[15.422081]]
3422,[[16.525627]]
3423,[[15.36125]]
3424,[[15.393002]]
3425,[[16.495493]]
3426,[[15.275674]]
3427,[[16.663794]]
3428,[[14.763213]]
3429,[[16.575422]]
3430,[[15.727217]]
3431,[[14.515525]]
3432,[[14.4862175]]
3433,[[17.573032]]
3434,[[15.080086]]
3435,[[16.92413]]
3436,[[14.552944]]
3437,[[16.170101]]
3438,[[15.561768]]
3439,[[16.482021]]
3440,[[17.02975]]
3441,[[17.973372]]
3442,[[16.380877]]
3443,[[16.467516]]
3444,[[17.253195]]
3445,[[14.543141]]
3446,[[15.115173]]
3447,[[17.479923]]
3448,[[17.008863]]
3449,[[15.962173]]
3450,[[18.449251]]
3451,[[16.54622]]
3452,[[17.042814]]
3453,[[17.793556]]
3454,[[18.297565]]
3455,[[13.946293]]
3456,[[11.930694]]
3457,[[13.246914]]
3458,[[13.041726]]
3459,[[16.452667]]
3460,[[14.011831]]
3461,[[14.86717]]
3462,[[18.014751]]
3463,[[13.613159]]
3464,[[14.625717]]
3465,[[17.019083]]
3466,[[14.382741]]
3467,[[15.118273]]
3468,[[15.336683]]
3469,[[15.200113]]
3470,[[14.85962]]
3471,[[14.703835]]
3472,[[15.986172]]
3473,[[14.856928]]
3474,[[18.55634]]
3475,[[16.641045]]
3476,[[14.580139]]
3477,[[15.01313]]
3478,[[16.414927]]
3479,[[17.90985]]
3480,[[17.853336]]
3481,[[18.784449]]
3482,[[17.410307]]
3483,[[18.286524]]
3484,[[18.05879]]
3485,[[19.538393]]
3486,[[17.792366]]
3487,[[17.064472]]
3488,[[15.672052]]
3489,[[18.427828]]
3490,[[15.984775]]
3491,[[17.205563]]
3492,[[17.369959]]
3493,[[18.994825]]
3494,[[18.067753]]
3495,[[16.26712]]
3496,[[17.803751]]
3497,[[19.402283]]
3498,[[15.20442]]
3499,[[12.989597]]
3500,[[14.629229]]
3501,[[12.164587]]
3502,[[17.498766]]
3503,[[15.474818]]
3504,[[18.96521]]
3505,[[17.82729]]
3506,[[16.207226]]
3507,[[16.840523]]
3508,[[16.206396]]
3509,[[16.429846]]
3510,[[17.322922]]
3511,[[16.285154]]
3512,[[17.177376]]
3513,[[17.553772]]
3514,[[17.70439]]
3515,[[17.018972]]
3516,[[17.07567]]
3517,[[15.524398]]
3518,[[15.200307]]
3519,[[15.193765]]
3520,[[14.289303]]
3521,[[14.608855]]
3522,[[15.969576]]
3523,[[16.01369]]
3524,[[17.883928]]
3525,[[15.657481]]
3526,[[18.909254]]
3527,[[20.834677]]
3528,[[21.007872]]
3529,[[21.122097]]
3530,[[23.308142]]
3531,[[15.673982]]
3532,[[17.269596]]
3533,[[18.489384]]
3534,[[17.13677]]
3535,[[15.354004]]
3536,[[15.351512]]
3537,[[13.725624]]
3538,[[16.248144]]
3539,[[16.21483]]
3540,[[16.816029]]
3541,[[15.859537]]
3542,[[15.847984]]
3543,[[15.977901]]
3544,[[15.712867]]
3545,[[14.256799]]
3546,[[15.150801]]
3547,[[14.370364]]
3548,[[17.913422]]
3549,[[17.974838]]
3550,[[22.71382]]
3551,[[21.21557]]
3552,[[18.003603]]
3553,[[16.846031]]
3554,[[15.784327]]
3555,[[15.2942915]]
3556,[[17.32314]]
3557,[[15.848522]]
3558,[[22.807652]]
3559,[[21.273123]]
3560,[[20.463171]]
3561,[[22.462864]]
3562,[[17.614613]]
3563,[[17.914654]]
3564,[[18.571486]]
3565,[[21.224586]]
3566,[[17.044275]]
3567,[[22.039845]]
3568,[[17.569853]]
3569,[[20.38386]]
3570,[[20.218416]]
3571,[[20.14314]]
3572,[[20.055872]]
3573,[[19.731102]]
3574,[[18.10927]]
3575,[[18.390259]]
3576,[[18.852592]]
3577,[[19.010431]]
3578,[[19.663593]]
3579,[[19.710909]]
3580,[[20.60431]]
3581,[[18.597843]]
3582,[[19.016573]]
3583,[[22.201542]]
3584,[[18.832588]]
3585,[[17.115162]]
3586,[[16.542423]]
3587,[[21.805283]]
3588,[[19.216034]]
3589,[[16.660244]]
3590,[[20.005821]]
3591,[[18.844822]]
3592,[[17.021284]]
3593,[[19.899796]]
3594,[[19.597971]]
3595,[[21.379572]]
3596,[[17.383781]]
3597,[[18.653801]]
3598,[[18.729988]]
3599,[[17.823395]]
3600,[[18.537664]]
3601,[[18.46563]]
3602,[[17.239603]]
3603,[[18.432472]]
3604,[[18.046545]]
3605,[[19.381937]]
3606,[[17.955124]]
3607,[[18.594925]]
3608,[[16.679293]]
3609,[[16.755325]]
3610,[[16.722305]]
3611,[[17.429972]]
3612,[[17.322298]]
3613,[[17.264095]]
3614,[[16.827137]]
3615,[[17.398132]]
3616,[[18.26893]]
3617,[[18.115553]]
3618,[[17.867872]]
3619,[[17.162905]]
3620,[[17.874702]]
3621,[[18.290266]]
3622,[[17.006218]]
3623,[[17.853638]]
3624,[[17.05655]]
3625,[[16.75941]]
3626,[[17.548418]]
3627,[[17.84728]]
3628,[[18.027523]]
3629,[[17.288326]]
3630,[[18.02372]]
3631,[[15.356663]]
3632,[[17.105532]]
3633,[[16.96864]]
3634,[[17.350529]]
3635,[[16.342508]]
3636,[[16.048395]]
3637,[[14.891373]]
3638,[[15.102134]]
3639,[[17.666122]]
3640,[[17.073086]]
3641,[[17.448069]]
